country,year,emissions,v2x_libdem,v2pstpar_ord,v2x_regime,region,gdp_pc,regime
Bahrain,2014,31300,0.045,Divided party control,Closed Autocracy,Eastern Mediterranean,24989.4375,Closed Autocracy
Bangladesh,1991,15900,0.259,Unified coalition control,Electoral Autocracy,South-East Asia,293.1604,Electoral Autocracy
Bangladesh,1992,17700,0.275,Unified coalition control,Electoral Democracy,South-East Asia,293.6450,Electoral Democracy
Bangladesh,1993,17400,0.276,Unified coalition control,Electoral Democracy,South-East Asia,300.5557,Electoral Democracy
Bangladesh,1994,19000,0.276,Unified coalition control,Electoral Democracy,South-East Asia,299.5330,Electoral Democracy
Bangladesh,1995,22800,0.276,Unified coalition control,Electoral Democracy,South-East Asia,329.4241,Electoral Democracy
Bangladesh,1996,24000,0.276,Unified coalition control,Electoral Democracy,South-East Asia,394.7175,Electoral Democracy
Bangladesh,1997,25100,0.280,Unified coalition control,Electoral Democracy,South-East Asia,401.4987,Electoral Democracy
Bangladesh,1998,24000,0.280,Unified coalition control,Electoral Democracy,South-East Asia,407.4292,Electoral Democracy
Bangladesh,1999,25200,0.280,Unified coalition control,Electoral Democracy,South-East Asia,409.5432,Electoral Democracy
Bangladesh,2000,27900,0.281,Unified coalition control,Electoral Democracy,South-East Asia,418.0689,Electoral Democracy
Bangladesh,2001,32500,0.280,Unified coalition control,Electoral Democracy,South-East Asia,415.0344,Electoral Democracy
Bangladesh,2002,33700,0.233,Unified coalition control,Electoral Autocracy,South-East Asia,413.0803,Electoral Autocracy
Bangladesh,2003,35700,0.240,Unified coalition control,Electoral Autocracy,South-East Asia,446.3107,Electoral Autocracy
Bangladesh,2004,37700,0.233,Unified coalition control,Electoral Autocracy,South-East Asia,475.2919,Electoral Autocracy
Bangladesh,2005,39500,0.233,Unified coalition control,Electoral Autocracy,South-East Asia,499.4619,Electoral Autocracy
Bangladesh,2006,43500,0.220,Unified coalition control,Electoral Autocracy,South-East Asia,509.6402,Electoral Autocracy
Bangladesh,2007,44400,0.107,Unified coalition control,Closed Autocracy,South-East Asia,558.0518,Closed Autocracy
Bangladesh,2008,49500,0.110,Unified coalition control,Electoral Autocracy,South-East Asia,634.9871,Electoral Autocracy
Bangladesh,2009,53700,0.197,Unified coalition control,Electoral Autocracy,South-East Asia,702.2644,Electoral Autocracy
Bangladesh,2010,59900,0.183,Unified coalition control,Electoral Autocracy,South-East Asia,781.1536,Electoral Autocracy
Bangladesh,2011,63400,0.178,Unified coalition control,Electoral Autocracy,South-East Asia,861.7622,Electoral Autocracy
Bangladesh,2012,67500,0.174,Unified coalition control,Electoral Autocracy,South-East Asia,883.1171,Electoral Autocracy
Bangladesh,2013,69700,0.145,Divided party control,Electoral Autocracy,South-East Asia,981.8609,Electoral Autocracy
Bangladesh,2014,73200,0.114,Divided party control,Electoral Autocracy,South-East Asia,1118.8738,Electoral Autocracy
Barbados,1991,1210,0.652,Unified party control,Electoral Democracy,Americas,7714.7427,Electoral Democracy
Barbados,1992,979,0.653,Unified party control,Electoral Democracy,Americas,7444.1782,Electoral Democracy
Barbados,1993,1110,0.653,Unified party control,Electoral Democracy,Americas,7819.5700,Electoral Democracy
Barbados,1994,748,0.653,Unified party control,Electoral Democracy,Americas,8121.5619,Electoral Democracy
Barbados,1995,829,0.654,Unified party control,Electoral Democracy,Americas,8335.8993,Electoral Democracy
Barbados,1996,851,0.654,Unified party control,Electoral Democracy,Americas,8851.0465,Electoral Democracy
Barbados,1997,902,0.654,Unified party control,Electoral Democracy,Americas,9315.9676,Electoral Democracy
Barbados,1998,1140,0.654,Unified party control,Electoral Democracy,Americas,10459.4425,Electoral Democracy
Barbados,1999,1210,0.654,Unified party control,Electoral Democracy,Americas,10914.2822,Electoral Democracy
Barbados,2000,1190,0.654,Unified party control,Electoral Democracy,Americas,11268.4201,Electoral Democracy
Barbados,2001,1220,0.654,Unified party control,Electoral Democracy,Americas,11209.4211,Electoral Democracy
Barbados,2002,1230,0.654,Unified party control,Electoral Democracy,Americas,11361.5168,Electoral Democracy
Barbados,2003,1270,0.655,Unified party control,Electoral Democracy,Americas,11699.3705,Electoral Democracy
Barbados,2004,1290,0.655,Unified party control,Electoral Democracy,Americas,12512.5780,Electoral Democracy
Barbados,2005,1350,0.655,Unified party control,Electoral Democracy,Americas,13822.7418,Electoral Democracy
Barbados,2006,1370,0.654,Unified party control,Electoral Democracy,Americas,15199.5675,Electoral Democracy
Barbados,2007,1360,0.656,Unified party control,Electoral Democracy,Americas,16770.6610,Electoral Democracy
Barbados,2008,1620,0.673,Unified party control,Electoral Democracy,Americas,17092.5821,Electoral Democracy
Barbados,2009,1620,0.674,Unified party control,Electoral Democracy,Americas,15885.4102,Electoral Democracy
Barbados,2010,1480,0.673,Unified party control,Electoral Democracy,Americas,16056.3710,Electoral Democracy
Barbados,2011,1530,0.673,Unified party control,Electoral Democracy,Americas,16458.3532,Electoral Democracy
Barbados,2012,1470,0.673,Unified party control,Electoral Democracy,Americas,16249.6740,Electoral Democracy
Barbados,2013,1450,0.670,Unified party control,Electoral Democracy,Americas,16451.2793,Electoral Democracy
Barbados,2014,1270,0.669,Unified party control,Electoral Democracy,Americas,16489.0722,Electoral Democracy
Belarus,1991,95700,0.378,Divided party control,Electoral Autocracy,Europe,,Electoral Autocracy
Belarus,1992,87400,0.454,Divided party control,Electoral Democracy,Europe,,Electoral Democracy
Belarus,1993,76800,0.451,Divided party control,Electoral Democracy,Europe,,Electoral Democracy
Belarus,1994,65100,0.424,Divided party control,Electoral Democracy,Europe,1739.8064,Electoral Democracy
Belarus,1995,60800,0.370,Divided party control,Electoral Democracy,Europe,1323.2512,Electoral Democracy
Belarus,1996,60200,0.344,Unified party control,Electoral Autocracy,Europe,1452.4455,Electoral Autocracy
Belarus,1997,59600,0.144,Unified party control,Electoral Autocracy,Europe,1394.5682,Electoral Autocracy
Belarus,1998,58100,0.135,Unified party control,Electoral Autocracy,Europe,1515.9767,Electoral Autocracy
Belarus,1999,56100,0.123,Unified party control,Electoral Autocracy,Europe,1212.0460,Electoral Autocracy
Belarus,2000,53800,0.114,Unified party control,Electoral Autocracy,Europe,1276.4940,Electoral Autocracy
Belarus,2001,52800,0.106,Unified party control,Electoral Autocracy,Europe,1244.3732,Electoral Autocracy
Belarus,2002,52400,0.101,Unified party control,Electoral Autocracy,Europe,1479.3146,Electoral Autocracy
Belarus,2003,53500,0.100,Unified party control,Electoral Autocracy,Europe,1819.7661,Electoral Autocracy
Belarus,2004,58200,0.099,Unified party control,Electoral Autocracy,Europe,2378.6233,Electoral Autocracy
Belarus,2005,59200,0.096,Unified party control,Electoral Autocracy,Europe,3125.8105,Electoral Autocracy
Belarus,2006,62100,0.095,Unified party control,Electoral Autocracy,Europe,3847.4341,Electoral Autocracy
Belarus,2007,60500,0.095,Unified party control,Electoral Autocracy,Europe,4735.6576,Electoral Autocracy
Belarus,2008,63100,0.097,Unified party control,Electoral Autocracy,Europe,6377.3697,Electoral Autocracy
Belarus,2009,61200,0.098,Unified party control,Electoral Autocracy,Europe,5351.3554,Electoral Autocracy
Belarus,2010,63000,0.097,Unified party control,Electoral Autocracy,Europe,6029.3968,Electoral Autocracy
Belarus,2011,64100,0.093,Unified party control,Electoral Autocracy,Europe,6519.2302,Electoral Autocracy
Belarus,2012,63200,0.095,Unified party control,Electoral Autocracy,Europe,6940.1593,Electoral Autocracy
Belarus,2013,63800,0.100,Unified party control,Electoral Autocracy,Europe,7978.8726,Electoral Autocracy
Belarus,2014,63500,0.101,Unified party control,Electoral Autocracy,Europe,8318.5127,Electoral Autocracy
Belgium,1991,111000,0.799,Unified coalition control,Liberal Democracy,Europe,21041.6607,Liberal Democracy
Belgium,1992,112000,0.808,Unified coalition control,Liberal Democracy,Europe,23372.6192,Liberal Democracy
Belgium,1993,108000,0.808,Unified coalition control,Liberal Democracy,Europe,22283.9360,Liberal Democracy
Belgium,1994,112000,0.808,Unified coalition control,Liberal Democracy,Europe,24208.5548,Liberal Democracy
Belgium,1995,112000,0.807,Unified coalition control,Liberal Democracy,Europe,28413.8264,Liberal Democracy
Belgium,1996,118000,0.810,Unified coalition control,Liberal Democracy,Europe,27489.5552,Liberal Democracy
Belgium,1997,115000,0.810,Unified coalition control,Liberal Democracy,Europe,24820.9381,Liberal Democracy
Belgium,1998,118000,0.809,Unified coalition control,Liberal Democracy,Europe,25338.4433,Liberal Democracy
Belgium,1999,114000,0.813,Unified coalition control,Liberal Democracy,Europe,25244.2751,Liberal Democracy
Belgium,2000,115000,0.813,Unified coalition control,Liberal Democracy,Europe,23041.5347,Liberal Democracy
Belgium,2001,115000,0.813,Unified coalition control,Liberal Democracy,Europe,22995.1575,Liberal Democracy
Belgium,2002,107000,0.813,Unified coalition control,Liberal Democracy,Europe,24887.5613,Liberal Democracy
Belgium,2003,113000,0.813,Unified coalition control,Liberal Democracy,Europe,30587.6684,Liberal Democracy
Belgium,2004,111000,0.794,Unified coalition control,Liberal Democracy,Europe,35364.3753,Liberal Democracy
Belgium,2005,109000,0.811,Unified coalition control,Liberal Democracy,Europe,36795.9769,Liberal Democracy
Belgium,2006,107000,0.813,Unified coalition control,Liberal Democracy,Europe,38672.7059,Liberal Democracy
Belgium,2007,104000,0.821,Unified coalition control,Liberal Democracy,Europe,44262.8960,Liberal Democracy
Belgium,2008,104000,0.824,Unified coalition control,Liberal Democracy,Europe,48106.8929,Liberal Democracy
Belgium,2009,99900,0.823,Unified coalition control,Liberal Democracy,Europe,44583.5448,Liberal Democracy
Belgium,2010,111000,0.825,Unified coalition control,Liberal Democracy,Europe,44141.8781,Liberal Democracy
Belgium,2011,99900,0.826,Unified coalition control,Liberal Democracy,Europe,47348.5250,Liberal Democracy
Belgium,2012,95100,0.826,Unified coalition control,Liberal Democracy,Europe,44673.1159,Liberal Democracy
Belgium,2013,97000,0.832,Unified coalition control,Liberal Democracy,Europe,46744.6625,Liberal Democracy
Belgium,2014,93400,0.830,Unified coalition control,Liberal Democracy,Europe,47700.5404,Liberal Democracy
Belize,1991,359,,,,,2326.7242,
Belize,1992,356,,,,,2668.5314,
Belize,1993,378,,,,,2834.6883,
Belize,1994,374,,,,,2882.1520,
Belize,1995,378,,,,,2997.7605,
Belize,1996,308,,,,,3003.1827,
Belize,1997,389,,,,,2954.2272,
Belize,1998,370,,,,,2993.0337,
Belize,1999,348,,,,,3066.0952,
Belize,2000,396,,,,,3364.4918,
Belize,2001,447,,,,,3404.4205,
Belize,2002,433,,,,,3526.0816,
Belize,2003,433,,,,,3650.6065,
Belize,2004,392,,,,,3802.2631,
Belize,2005,422,,,,,3885.0340,
Belize,2006,444,,,,,4155.3238,
Belize,2007,477,,,,,4252.3954,
Belize,2008,436,,,,,4404.3082,
Belize,2009,587,,,,,4186.5200,
Belize,2010,539,,,,,4270.7800,
Belize,2011,601,,,,,4423.4968,
Belize,2012,477,,,,,4505.6006,
Belize,2013,513,,,,,4568.6412,
Belize,2014,495,,,,,4718.4366,
Benin,1991,821,0.385,Divided party control,Electoral Autocracy,Africa,385.7538,Electoral Autocracy
Benin,1992,898,0.509,Divided party control,Electoral Democracy,Africa,317.9627,Electoral Democracy
Benin,1993,1130,0.509,Divided party control,Electoral Democracy,Africa,411.9262,Electoral Democracy
Benin,1994,1270,0.509,Divided party control,Electoral Democracy,Africa,279.6668,Electoral Democracy
Benin,1995,1330,0.524,Divided party control,Electoral Democracy,Africa,367.3877,Electoral Democracy
Benin,1996,1270,0.520,Divided party control,Electoral Democracy,Africa,387.4321,Electoral Democracy
Benin,1997,1220,0.512,Divided party control,Electoral Democracy,Africa,361.1000,Electoral Democracy
Benin,1998,1210,0.512,Divided party control,Electoral Democracy,Africa,379.4418,Electoral Democracy
Benin,1999,1560,0.509,Divided party control,Electoral Democracy,Africa,551.8214,Electoral Democracy
Benin,2000,1600,0.512,Divided party control,Electoral Democracy,Africa,512.6739,Electoral Democracy
Benin,2001,1820,0.513,Divided party control,Electoral Democracy,Africa,518.0675,Electoral Democracy
Benin,2002,2080,0.511,Divided party control,Electoral Democracy,Africa,574.9298,Electoral Democracy
Benin,2003,2350,0.510,Divided party control,Electoral Democracy,Africa,711.2849,Electoral Democracy
Benin,2004,2510,0.510,Divided party control,Electoral Democracy,Africa,798.7443,Electoral Democracy
Benin,2005,2390,0.533,Unified coalition control,Electoral Democracy,Africa,822.7852,Electoral Democracy
Benin,2006,3870,0.563,Unified coalition control,Electoral Democracy,Africa,856.0549,Electoral Democracy
Benin,2007,4500,0.560,Unified coalition control,Electoral Democracy,Africa,966.2036,Electoral Democracy
Benin,2008,4410,0.553,Unified coalition control,Electoral Democracy,Africa,1125.4260,Electoral Democracy
Benin,2009,4660,0.554,Unified coalition control,Electoral Democracy,Africa,1088.7579,Electoral Democracy
Benin,2010,5090,0.552,Unified coalition control,Electoral Democracy,Africa,1036.5346,Electoral Democracy
Benin,2011,5300,0.517,Divided party control,Electoral Democracy,Africa,1130.2732,Electoral Democracy
Benin,2012,5470,0.509,Divided party control,Electoral Democracy,Africa,1145.1400,Electoral Democracy
Benin,2013,5810,0.503,Unified coalition control,Liberal Democracy,Africa,1251.2097,Liberal Democracy
Benin,2014,6320,0.507,Unified coalition control,Liberal Democracy,Africa,1291.4101,Liberal Democracy
Bhutan,1991,187,0.131,Unified coalition control,Closed Autocracy,South-East Asia,449.5012,Closed Autocracy
Bhutan,1992,216,0.132,Unified coalition control,Closed Autocracy,South-East Asia,449.4004,Closed Autocracy
Bhutan,1993,183,0.134,Unified coalition control,Closed Autocracy,South-East Asia,424.3378,Closed Autocracy
Bhutan,1994,213,0.135,Unified coalition control,Closed Autocracy,South-East Asia,486.9020,Closed Autocracy
Bhutan,1995,249,0.135,Unified coalition control,Closed Autocracy,South-East Asia,543.3016,Closed Autocracy
Bhutan,1996,301,0.135,Unified coalition control,Closed Autocracy,South-East Asia,560.3911,Closed Autocracy
Bhutan,1997,392,0.135,Unified coalition control,Closed Autocracy,South-East Asia,638.4859,Closed Autocracy
Bhutan,1998,381,0.152,Unified coalition control,Closed Autocracy,South-East Asia,643.9882,Closed Autocracy
Bhutan,1999,385,0.155,Unified coalition control,Closed Autocracy,South-East Asia,690.9127,Closed Autocracy
Bhutan,2000,396,0.156,Unified coalition control,Closed Autocracy,South-East Asia,718.1963,Closed Autocracy
Bhutan,2001,385,0.157,Unified coalition control,Closed Autocracy,South-East Asia,764.4328,Closed Autocracy
Bhutan,2002,418,0.163,Unified coalition control,Closed Autocracy,South-East Asia,845.5007,Closed Autocracy
Bhutan,2003,378,0.163,Unified coalition control,Closed Autocracy,South-East Asia,962.0954,Closed Autocracy
Bhutan,2004,308,0.164,Unified coalition control,Closed Autocracy,South-East Asia,1068.4318,Closed Autocracy
Bhutan,2005,396,0.162,Unified coalition control,Closed Autocracy,South-East Asia,1228.4324,Closed Autocracy
Bhutan,2006,392,0.165,Unified coalition control,Closed Autocracy,South-East Asia,1330.9774,Closed Autocracy
Bhutan,2007,392,0.170,Divided party control,Closed Autocracy,South-East Asia,1757.1905,Closed Autocracy
Bhutan,2008,422,0.393,Divided party control,Electoral Autocracy,South-East Asia,1828.1547,Electoral Autocracy
Bhutan,2009,389,0.457,Divided party control,Electoral Democracy,South-East Asia,1819.1973,Electoral Democracy
Bhutan,2010,488,0.460,Divided party control,Electoral Democracy,South-East Asia,2258.1864,Electoral Democracy
Bhutan,2011,733,0.457,Divided party control,Electoral Democracy,South-East Asia,2563.2612,Electoral Democracy
Bhutan,2012,818,0.466,Divided party control,Electoral Democracy,South-East Asia,2538.9495,Electoral Democracy
Bhutan,2013,920,0.445,Unified party control,Electoral Democracy,South-East Asia,2472.7248,Electoral Democracy
Bhutan,2014,1000,0.439,Unified party control,Electoral Democracy,South-East Asia,2652.2257,Electoral Democracy
Bolivia,1991,6010,0.473,Divided party control,Electoral Democracy,Americas,762.0777,Electoral Democracy
Bolivia,1992,6660,0.480,Divided party control,Electoral Democracy,Americas,788.1523,Electoral Democracy
Bolivia,1993,7830,0.490,Divided party control,Electoral Democracy,Americas,784.1910,Electoral Democracy
Bolivia,1994,8640,0.497,Divided party control,Electoral Democracy,Americas,801.0461,Electoral Democracy
Bolivia,1995,9850,0.502,Divided party control,Electoral Democracy,Americas,880.9927,Electoral Democracy
Bolivia,1996,9830,0.502,Divided party control,Electoral Democracy,Americas,950.8564,Electoral Democracy
Bolivia,1997,10900,0.529,Divided party control,Electoral Democracy,Americas,998.5160,Electoral Democracy
